NumMutant,MutatorType,MutantSourceFile,MutantSourceRow,MutantSourceCol,MutantSource,MutantDestinationFile,MutantDestinationRow,MutantDestinationCol,MutantDestination,Result,file,mutation_score
0.0,RC-if->false,program3/shuffled-09,80.0,2.0,"(if (BoolV? cond-result) (if (BoolV-b cond-result) (interp then env) (interp else env)) (error (quote ZNQR) \""if test statement is not boolean ~e\"" cond))",mutation-tester,90.0,10.0,"(if #f (if (BoolV-b cond-result) (interp then env) (interp else env)) (error (quote ZNQR) \""if test statement is not boolean ~e\"" cond))",failed,program3/shuffled-09.rkt,0.811475
1.0,RC-if->true,program3/shuffled-09,80.0,2.0,"(if (BoolV? cond-result) (if (BoolV-b cond-result) (interp then env) (interp else env)) (error (quote ZNQR) \""if test statement is not boolean ~e\"" cond))",mutation-tester,93.0,10.0,"(if #t (if (BoolV-b cond-result) (interp then env) (interp else env)) (error (quote ZNQR) \""if test statement is not boolean ~e\"" cond))",failed,program3/shuffled-09.rkt,0.811475
2.0,RC-if->false,program3/shuffled-09,81.0,6.0,(if (BoolV-b cond-result) (interp then env) (interp else env)),mutation-tester,90.0,10.0,(if #f (interp then env) (interp else env)),failed,program3/shuffled-09.rkt,0.811475
3.0,RC-if->true,program3/shuffled-09,81.0,6.0,(if (BoolV-b cond-result) (interp then env) (interp else env)),mutation-tester,93.0,10.0,(if #t (interp then env) (interp else env)),failed,program3/shuffled-09.rkt,0.811475
4.0,RC-if->false,program3/shuffled-09,100.0,2.0,"(if (and (= (length args) 2) (NumV? (first args)) (NumV? (last args))) (NumV (+ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot add ~e\"" args))",mutation-tester,90.0,10.0,"(if #f (NumV (+ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot add ~e\"" args))",failed,program3/shuffled-09.rkt,0.811475
5.0,RC-if->true,program3/shuffled-09,100.0,2.0,"(if (and (= (length args) 2) (NumV? (first args)) (NumV? (last args))) (NumV (+ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot add ~e\"" args))",mutation-tester,93.0,10.0,"(if #t (NumV (+ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot add ~e\"" args))",failed,program3/shuffled-09.rkt,0.811475
6.0,RC-and->false,program3/shuffled-09,100.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and #f (NumV? (first args)) (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
7.0,RC-and->false,program3/shuffled-09,100.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) #f (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
8.0,RC-and->false,program3/shuffled-09,100.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) #f),failed,program3/shuffled-09.rkt,0.811475
9.0,RC-and->true,program3/shuffled-09,100.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and #t (NumV? (first args)) (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
10.0,RC-and->true,program3/shuffled-09,100.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) #t (NumV? (last args))),passed,program3/shuffled-09.rkt,0.811475
11.0,RC-and->true,program3/shuffled-09,100.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) #t),passed,program3/shuffled-09.rkt,0.811475
12.0,aod-add,program3/shuffled-09,101.0,18.0,(+ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))),mutation-tester,53.0,10.0,(begin NumV-n (cast (first args) NumV)),failed,program3/shuffled-09.rkt,0.811475
13.0,aod-add,program3/shuffled-09,101.0,18.0,(+ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))),mutation-tester,53.0,10.0,(begin NumV-n (cast (last args) NumV)),failed,program3/shuffled-09.rkt,0.811475
14.0,RC-if->false,program3/shuffled-09,107.0,2.0,"(if (and (= (length args) 2) (NumV? (first args)) (NumV? (last args))) (NumV (- (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot subtract ~e\"" args))",mutation-tester,90.0,10.0,"(if #f (NumV (- (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot subtract ~e\"" args))",failed,program3/shuffled-09.rkt,0.811475
15.0,RC-if->true,program3/shuffled-09,107.0,2.0,"(if (and (= (length args) 2) (NumV? (first args)) (NumV? (last args))) (NumV (- (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot subtract ~e\"" args))",mutation-tester,93.0,10.0,"(if #t (NumV (- (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot subtract ~e\"" args))",failed,program3/shuffled-09.rkt,0.811475
16.0,RC-and->false,program3/shuffled-09,107.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and #f (NumV? (first args)) (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
17.0,RC-and->false,program3/shuffled-09,107.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) #f (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
18.0,RC-and->false,program3/shuffled-09,107.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) #f),failed,program3/shuffled-09.rkt,0.811475
19.0,RC-and->true,program3/shuffled-09,107.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and #t (NumV? (first args)) (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
20.0,RC-and->true,program3/shuffled-09,107.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) #t (NumV? (last args))),passed,program3/shuffled-09.rkt,0.811475
21.0,RC-and->true,program3/shuffled-09,107.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) #t),passed,program3/shuffled-09.rkt,0.811475
22.0,aod-minus,program3/shuffled-09,108.0,18.0,(- (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))),mutation-tester,57.0,10.0,(begin NumV-n (cast (first args) NumV)),failed,program3/shuffled-09.rkt,0.811475
23.0,aod-minus,program3/shuffled-09,108.0,18.0,(- (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))),mutation-tester,57.0,10.0,(begin NumV-n (cast (last args) NumV)),failed,program3/shuffled-09.rkt,0.811475
24.0,RC-if->false,program3/shuffled-09,114.0,2.0,"(if (and (= (length args) 2) (NumV? (first args)) (NumV? (last args))) (NumV (* (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot multiply ~e\"" args))",mutation-tester,90.0,10.0,"(if #f (NumV (* (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot multiply ~e\"" args))",failed,program3/shuffled-09.rkt,0.811475
25.0,RC-if->true,program3/shuffled-09,114.0,2.0,"(if (and (= (length args) 2) (NumV? (first args)) (NumV? (last args))) (NumV (* (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot multiply ~e\"" args))",mutation-tester,93.0,10.0,"(if #t (NumV (* (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot multiply ~e\"" args))",failed,program3/shuffled-09.rkt,0.811475
26.0,RC-and->false,program3/shuffled-09,114.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and #f (NumV? (first args)) (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
27.0,RC-and->false,program3/shuffled-09,114.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) #f (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
28.0,RC-and->false,program3/shuffled-09,114.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) #f),failed,program3/shuffled-09.rkt,0.811475
29.0,RC-and->true,program3/shuffled-09,114.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and #t (NumV? (first args)) (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
30.0,RC-and->true,program3/shuffled-09,114.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) #t (NumV? (last args))),passed,program3/shuffled-09.rkt,0.811475
31.0,RC-and->true,program3/shuffled-09,114.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) #t),passed,program3/shuffled-09.rkt,0.811475
32.0,aod-mul,program3/shuffled-09,115.0,18.0,(* (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))),mutation-tester,61.0,10.0,(begin NumV-n (cast (first args) NumV)),failed,program3/shuffled-09.rkt,0.811475
33.0,aod-mul,program3/shuffled-09,115.0,18.0,(* (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))),mutation-tester,61.0,10.0,(begin NumV-n (cast (last args) NumV)),failed,program3/shuffled-09.rkt,0.811475
34.0,RC-if->false,program3/shuffled-09,121.0,2.0,"(if (and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))) (NumV (/ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot divide ~e\"" args))",mutation-tester,90.0,10.0,"(if #f (NumV (/ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot divide ~e\"" args))",failed,program3/shuffled-09.rkt,0.811475
35.0,RC-if->true,program3/shuffled-09,121.0,2.0,"(if (and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))) (NumV (/ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot divide ~e\"" args))",mutation-tester,93.0,10.0,"(if #t (NumV (/ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))) (error (quote ZNQR) \""cannot divide ~e\"" args))",failed,program3/shuffled-09.rkt,0.811475
36.0,RC-and->false,program3/shuffled-09,121.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),program3/shuffled-09,,,(and #f (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),failed,program3/shuffled-09.rkt,0.811475
37.0,RC-and->false,program3/shuffled-09,121.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),program3/shuffled-09,,,(and (= (length args) 2) #f (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),failed,program3/shuffled-09.rkt,0.811475
38.0,RC-and->false,program3/shuffled-09,121.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) #f (not (= 0 (NumV-n (cast (last args) NumV))))),failed,program3/shuffled-09.rkt,0.811475
39.0,RC-and->false,program3/shuffled-09,121.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) #f),failed,program3/shuffled-09.rkt,0.811475
40.0,RC-and->true,program3/shuffled-09,121.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),program3/shuffled-09,,,(and #t (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),failed,program3/shuffled-09.rkt,0.811475
41.0,RC-and->true,program3/shuffled-09,121.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),program3/shuffled-09,,,(and (= (length args) 2) #t (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),passed,program3/shuffled-09.rkt,0.811475
42.0,RC-and->true,program3/shuffled-09,121.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) #t (not (= 0 (NumV-n (cast (last args) NumV))))),passed,program3/shuffled-09.rkt,0.811475
43.0,RC-and->true,program3/shuffled-09,121.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) (not (= 0 (NumV-n (cast (last args) NumV))))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args)) #t),passed,program3/shuffled-09.rkt,0.811475
44.0,aod-div,program3/shuffled-09,122.0,18.0,(/ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))),mutation-tester,65.0,10.0,(begin NumV-n (cast (first args) NumV)),failed,program3/shuffled-09.rkt,0.811475
45.0,aod-div,program3/shuffled-09,122.0,18.0,(/ (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))),mutation-tester,65.0,10.0,(begin NumV-n (cast (last args) NumV)),failed,program3/shuffled-09.rkt,0.811475
46.0,RC-if->false,program3/shuffled-09,128.0,2.0,"(if (and (= (length args) 2) (NumV? (first args)) (NumV? (last args))) (BoolV (or (= (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))) (< (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))))) (error (quote ZNQR) \""cannot...",mutation-tester,90.0,10.0,"(if #f (BoolV (or (= (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))) (< (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))))) (error (quote ZNQR) \""cannot compare ~e\"" args))",failed,program3/shuffled-09.rkt,0.811475
47.0,RC-if->true,program3/shuffled-09,128.0,2.0,"(if (and (= (length args) 2) (NumV? (first args)) (NumV? (last args))) (BoolV (or (= (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))) (< (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))))) (error (quote ZNQR) \""cannot...",mutation-tester,93.0,10.0,"(if #t (BoolV (or (= (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))) (< (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))))) (error (quote ZNQR) \""cannot compare ~e\"" args))",failed,program3/shuffled-09.rkt,0.811475
48.0,RC-and->false,program3/shuffled-09,128.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and #f (NumV? (first args)) (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
49.0,RC-and->false,program3/shuffled-09,128.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) #f (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
50.0,RC-and->false,program3/shuffled-09,128.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) #f),failed,program3/shuffled-09.rkt,0.811475
51.0,RC-and->true,program3/shuffled-09,128.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and #t (NumV? (first args)) (NumV? (last args))),failed,program3/shuffled-09.rkt,0.811475
52.0,RC-and->true,program3/shuffled-09,128.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) #t (NumV? (last args))),passed,program3/shuffled-09.rkt,0.811475
53.0,RC-and->true,program3/shuffled-09,128.0,6.0,(and (= (length args) 2) (NumV? (first args)) (NumV? (last args))),program3/shuffled-09,,,(and (= (length args) 2) (NumV? (first args)) #t),passed,program3/shuffled-09.rkt,0.811475
54.0,RC-or->false,program3/shuffled-09,129.0,19.0,(or (= (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))) (< (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))),program3/shuffled-09,,,(or #f (< (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))),failed,program3/shuffled-09.rkt,0.811475
55.0,RC-or->false,program3/shuffled-09,129.0,19.0,(or (= (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))) (< (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))),program3/shuffled-09,,,(or (= (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))) #f),failed,program3/shuffled-09.rkt,0.811475
56.0,RC-or->true,program3/shuffled-09,129.0,19.0,(or (= (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))) (< (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))),program3/shuffled-09,,,(or #t (< (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))),failed,program3/shuffled-09.rkt,0.811475
57.0,RC-or->true,program3/shuffled-09,129.0,19.0,(or (= (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))) (< (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV)))),program3/shuffled-09,,,(or (= (NumV-n (cast (first args) NumV)) (NumV-n (cast (last args) NumV))) #t),failed,program3/shuffled-09.rkt,0.811475
58.0,RC-if->false,program3/shuffled-09,136.0,2.0,(if (and (= (length args) 2) (not (or (ClosV? (first args)) (PrimOpV? (first args)))) (not (or (ClosV? (last args)) (PrimOpV? (last args))))) (BoolV (equal? (first args) (last args))) (BoolV #f)),mutation-tester,90.0,10.0,(if #f (BoolV (equal? (first args) (last args))) (BoolV #f)),failed,program3/shuffled-09.rkt,0.811475
59.0,RC-if->true,program3/shuffled-09,136.0,2.0,(if (and (= (length args) 2) (not (or (ClosV? (first args)) (PrimOpV? (first args)))) (not (or (ClosV? (last args)) (PrimOpV? (last args))))) (BoolV (equal? (first args) (last args))) (BoolV #f)),mutation-tester,93.0,10.0,(if #t (BoolV (equal? (first args) (last args))) (BoolV #f)),failed,program3/shuffled-09.rkt,0.811475
60.0,RC-and->false,program3/shuffled-09,136.0,6.0,(and (= (length args) 2) (not (or (ClosV? (first args)) (PrimOpV? (first args)))) (not (or (ClosV? (last args)) (PrimOpV? (last args))))),program3/shuffled-09,,,(and #f (not (or (ClosV? (first args)) (PrimOpV? (first args)))) (not (or (ClosV? (last args)) (PrimOpV? (last args))))),failed,program3/shuffled-09.rkt,0.811475
61.0,RC-and->false,program3/shuffled-09,136.0,6.0,(and (= (length args) 2) (not (or (ClosV? (first args)) (PrimOpV? (first args)))) (not (or (ClosV? (last args)) (PrimOpV? (last args))))),program3/shuffled-09,,,(and (= (length args) 2) #f (not (or (ClosV? (last args)) (PrimOpV? (last args))))),failed,program3/shuffled-09.rkt,0.811475
62.0,RC-and->false,program3/shuffled-09,136.0,6.0,(and (= (length args) 2) (not (or (ClosV? (first args)) (PrimOpV? (first args)))) (not (or (ClosV? (last args)) (PrimOpV? (last args))))),program3/shuffled-09,,,(and (= (length args) 2) (not (or (ClosV? (first args)) (PrimOpV? (first args)))) #f),failed,program3/shuffled-09.rkt,0.811475
63.0,RC-and->true,program3/shuffled-09,136.0,6.0,(and (= (length args) 2) (not (or (ClosV? (first args)) (PrimOpV? (first args)))) (not (or (ClosV? (last args)) (PrimOpV? (last args))))),program3/shuffled-09,,,(and #t (not (or (ClosV? (first args)) (PrimOpV? (first args)))) (not (or (ClosV? (last args)) (PrimOpV? (last args))))),failed,program3/shuffled-09.rkt,0.811475
64.0,RC-and->true,program3/shuffled-09,136.0,6.0,(and (= (length args) 2) (not (or (ClosV? (first args)) (PrimOpV? (first args)))) (not (or (ClosV? (last args)) (PrimOpV? (last args))))),program3/shuffled-09,,,(and (= (length args) 2) #t (not (or (ClosV? (last args)) (PrimOpV? (last args))))),passed,program3/shuffled-09.rkt,0.811475
65.0,RC-and->true,program3/shuffled-09,136.0,6.0,(and (= (length args) 2) (not (or (ClosV? (first args)) (PrimOpV? (first args)))) (not (or (ClosV? (last args)) (PrimOpV? (last args))))),program3/shuffled-09,,,(and (= (length args) 2) (not (or (ClosV? (first args)) (PrimOpV? (first args)))) #t),passed,program3/shuffled-09.rkt,0.811475
66.0,RC-or->false,program3/shuffled-09,137.0,16.0,(or (ClosV? (first args)) (PrimOpV? (first args))),program3/shuffled-09,,,(or #f (PrimOpV? (first args))),passed,program3/shuffled-09.rkt,0.811475
67.0,RC-or->false,program3/shuffled-09,137.0,16.0,(or (ClosV? (first args)) (PrimOpV? (first args))),program3/shuffled-09,,,(or (ClosV? (first args)) #f),passed,program3/shuffled-09.rkt,0.811475
68.0,RC-or->true,program3/shuffled-09,137.0,16.0,(or (ClosV? (first args)) (PrimOpV? (first args))),program3/shuffled-09,,,(or #t (PrimOpV? (first args))),failed,program3/shuffled-09.rkt,0.811475
69.0,RC-or->true,program3/shuffled-09,137.0,16.0,(or (ClosV? (first args)) (PrimOpV? (first args))),program3/shuffled-09,,,(or (ClosV? (first args)) #t),failed,program3/shuffled-09.rkt,0.811475
70.0,RC-or->false,program3/shuffled-09,138.0,16.0,(or (ClosV? (last args)) (PrimOpV? (last args))),program3/shuffled-09,,,(or #f (PrimOpV? (last args))),passed,program3/shuffled-09.rkt,0.811475
71.0,RC-or->false,program3/shuffled-09,138.0,16.0,(or (ClosV? (last args)) (PrimOpV? (last args))),program3/shuffled-09,,,(or (ClosV? (last args)) #f),passed,program3/shuffled-09.rkt,0.811475
72.0,RC-or->true,program3/shuffled-09,138.0,16.0,(or (ClosV? (last args)) (PrimOpV? (last args))),program3/shuffled-09,,,(or #t (PrimOpV? (last args))),failed,program3/shuffled-09.rkt,0.811475
73.0,RC-or->true,program3/shuffled-09,138.0,16.0,(or (ClosV? (last args)) (PrimOpV? (last args))),program3/shuffled-09,,,(or (ClosV? (last args)) #t),failed,program3/shuffled-09.rkt,0.811475
74.0,RC-if->false,program3/shuffled-09,145.0,2.0,"(if (= (length names) (length args)) (match args ((and (? empty? args) (? empty? names)) clos-env) (else (extend-env (Bind (first names) (interp (first args) env)) (bind-each clos-env (rest names) (rest args) env)))) (error (quote ZNQR) \""incorret number...",mutation-tester,90.0,10.0,"(if #f (match args ((and (? empty? args) (? empty? names)) clos-env) (else (extend-env (Bind (first names) (interp (first args) env)) (bind-each clos-env (rest names) (rest args) env)))) (error (quote ZNQR) \""incorret number of args\""))",failed,program3/shuffled-09.rkt,0.811475
75.0,RC-if->true,program3/shuffled-09,145.0,2.0,"(if (= (length names) (length args)) (match args ((and (? empty? args) (? empty? names)) clos-env) (else (extend-env (Bind (first names) (interp (first args) env)) (bind-each clos-env (rest names) (rest args) env)))) (error (quote ZNQR) \""incorret number...",mutation-tester,93.0,10.0,"(if #t (match args ((and (? empty? args) (? empty? names)) clos-env) (else (extend-env (Bind (first names) (interp (first args) env)) (bind-each clos-env (rest names) (rest args) env)))) (error (quote ZNQR) \""incorret number of args\""))",failed,program3/shuffled-09.rkt,0.811475
76.0,RC-and->false,program3/shuffled-09,147.0,9.0,(and (? empty? args) (? empty? names)),program3/shuffled-09,,,(and #f (? empty? names)),failed,program3/shuffled-09.rkt,0.811475
77.0,RC-and->false,program3/shuffled-09,147.0,9.0,(and (? empty? args) (? empty? names)),program3/shuffled-09,,,(and (? empty? args) #f),failed,program3/shuffled-09.rkt,0.811475
78.0,RC-and->true,program3/shuffled-09,147.0,9.0,(and (? empty? args) (? empty? names)),program3/shuffled-09,,,(and #t (? empty? names)),failed,program3/shuffled-09.rkt,0.811475
79.0,RC-and->true,program3/shuffled-09,147.0,9.0,(and (? empty? args) (? empty? names)),program3/shuffled-09,,,(and (? empty? args) #t),failed,program3/shuffled-09.rkt,0.811475
80.0,RC-cond->false,program3/shuffled-09,155.0,2.0,"(cond ((empty? env) (error (quote ZNQR) \""name not found for: ~e\"" for)) (else (cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-09,,,"(cond (#f (error (quote ZNQR) \""name not found for: ~e\"" for)) (else (cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env))))))",failed,program3/shuffled-09.rkt,0.811475
81.0,RC-cond->false,program3/shuffled-09,155.0,2.0,"(cond ((empty? env) (error (quote ZNQR) \""name not found for: ~e\"" for)) (else (cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-09,,,"(cond ((empty? env) (error (quote ZNQR) \""name not found for: ~e\"" for)) (#f (cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env))))))",failed,program3/shuffled-09.rkt,0.811475
82.0,RC-cond->true,program3/shuffled-09,155.0,2.0,"(cond ((empty? env) (error (quote ZNQR) \""name not found for: ~e\"" for)) (else (cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-09,,,"(cond (#t (error (quote ZNQR) \""name not found for: ~e\"" for)) (else (cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env))))))",failed,program3/shuffled-09.rkt,0.811475
83.0,RC-cond->true,program3/shuffled-09,155.0,2.0,"(cond ((empty? env) (error (quote ZNQR) \""name not found for: ~e\"" for)) (else (cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-09,,,"(cond ((empty? env) (error (quote ZNQR) \""name not found for: ~e\"" for)) (#t (cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env))))))",passed,program3/shuffled-09.rkt,0.811475
84.0,RC-cond->false,program3/shuffled-09,157.0,10.0,(cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env)))),program3/shuffled-09,,,(cond (#f (Bind-val (first env))) (else (lookup for (rest env)))),failed,program3/shuffled-09.rkt,0.811475
85.0,RC-cond->false,program3/shuffled-09,157.0,10.0,(cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env)))),program3/shuffled-09,,,(cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (#f (lookup for (rest env)))),failed,program3/shuffled-09.rkt,0.811475
86.0,RC-cond->true,program3/shuffled-09,157.0,10.0,(cond ((symbol=? for (Bind-name (first env))) (Bind-val (first env))) (else (lookup for (rest env)))),program3/shuffled-09,,,(cond (#t (Bind-val (first env))) (else (lookup for (rest env)))),failed,program3/shuffled-09.rkt,0.811475
