NumMutant,MutatorType,MutantSourceFile,MutantSourceRow,MutantSourceCol,MutantSource,MutantDestinationFile,MutantDestinationRow,MutantDestinationCol,MutantDestination,Result,file,mutation_score
144.0,RC-cond->true,program3/shuffled-29,179.0,37.0,"(cond ((equal? (length exprs) 2) (AppC (IdC fn) (list (parse (first exprs)) (parse (first (rest exprs)))))) (else (error (quote parse) \""ZNQR: check arity of binop\"")))",program3/shuffled-29,,,"(cond (#t (AppC (IdC fn) (list (parse (first exprs)) (parse (first (rest exprs)))))) (else (error (quote parse) \""ZNQR: check arity of binop\"")))",failed,program3/shuffled-29.rkt,0.853659
145.0,RC-cond->true,program3/shuffled-29,179.0,37.0,"(cond ((equal? (length exprs) 2) (AppC (IdC fn) (list (parse (first exprs)) (parse (first (rest exprs)))))) (else (error (quote parse) \""ZNQR: check arity of binop\"")))",program3/shuffled-29,,,"(cond ((equal? (length exprs) 2) (AppC (IdC fn) (list (parse (first exprs)) (parse (first (rest exprs)))))) (#t (error (quote parse) \""ZNQR: check arity of binop\"")))",passed,program3/shuffled-29.rkt,0.853659
146.0,RC-cond->false,program3/shuffled-29,191.0,2.0,(cond ((empty? l) #f) (else (or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))))),program3/shuffled-29,,,(cond (#f #f) (else (or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))))),failed,program3/shuffled-29.rkt,0.853659
147.0,RC-cond->false,program3/shuffled-29,191.0,2.0,(cond ((empty? l) #f) (else (or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))))),program3/shuffled-29,,,(cond ((empty? l) #f) (#f (or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))))),failed,program3/shuffled-29.rkt,0.853659
148.0,RC-cond->true,program3/shuffled-29,191.0,2.0,(cond ((empty? l) #f) (else (or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))))),program3/shuffled-29,,,(cond (#t #f) (else (or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))))),failed,program3/shuffled-29.rkt,0.853659
149.0,RC-cond->true,program3/shuffled-29,191.0,2.0,(cond ((empty? l) #f) (else (or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))))),program3/shuffled-29,,,(cond ((empty? l) #f) (#t (or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))))),passed,program3/shuffled-29.rkt,0.853659
150.0,RC-or->false,program3/shuffled-29,193.0,10.0,(or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))),program3/shuffled-29,,,(or #f (args-same-name? (rest l))),failed,program3/shuffled-29.rkt,0.853659
151.0,RC-or->false,program3/shuffled-29,193.0,10.0,(or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))),program3/shuffled-29,,,(or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) #f),passed,program3/shuffled-29.rkt,0.853659
152.0,RC-or->true,program3/shuffled-29,193.0,10.0,(or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))),program3/shuffled-29,,,(or #t (args-same-name? (rest l))),failed,program3/shuffled-29.rkt,0.853659
153.0,RC-or->true,program3/shuffled-29,193.0,10.0,(or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) (args-same-name? (rest l))),program3/shuffled-29,,,(or (ormap (λ ((arg : Symbol)) (equal? (first l) arg)) (rest l)) #t),failed,program3/shuffled-29.rkt,0.853659
154.0,RC-cond->false,program3/shuffled-29,210.0,51.0,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",program3/shuffled-29,,,"(cond (#f (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote var) i...",failed,program3/shuffled-29.rkt,0.853659
155.0,RC-cond->false,program3/shuffled-29,210.0,51.0,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",program3/shuffled-29,,,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) (#f (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote var) i...",failed,program3/shuffled-29.rkt,0.853659
156.0,RC-cond->false,program3/shuffled-29,210.0,51.0,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",program3/shuffled-29,,,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) (#f (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote var) ...",failed,program3/shuffled-29.rkt,0.853659
157.0,RC-cond->false,program3/shuffled-29,210.0,51.0,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",program3/shuffled-29,,,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) (#...",failed,program3/shuffled-29.rkt,0.853659
158.0,RC-cond->false,program3/shuffled-29,210.0,51.0,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",program3/shuffled-29,,,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",failed,program3/shuffled-29.rkt,0.853659
159.0,RC-cond->true,program3/shuffled-29,210.0,51.0,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",program3/shuffled-29,,,"(cond (#t (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote var) i...",failed,program3/shuffled-29.rkt,0.853659
160.0,RC-cond->true,program3/shuffled-29,210.0,51.0,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",program3/shuffled-29,,,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) (#t (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote var) i...",failed,program3/shuffled-29.rkt,0.853659
161.0,RC-cond->true,program3/shuffled-29,210.0,51.0,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",program3/shuffled-29,,,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) (#t (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote var) ...",failed,program3/shuffled-29.rkt,0.853659
162.0,RC-cond->true,program3/shuffled-29,210.0,51.0,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",program3/shuffled-29,,,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) (#...",failed,program3/shuffled-29.rkt,0.853659
163.0,RC-cond->true,program3/shuffled-29,210.0,51.0,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",program3/shuffled-29,,,"(cond ((equal? (quote ->) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote if) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((equal? (quote =) id) (error (quote return-ids) \""ZNQR: invalid variable name\"")) ((...",passed,program3/shuffled-29.rkt,0.853659
0.0,RC-cond->false,program3/shuffled-28,32.0,2.0,"(cond ((empty? env) (error \""ZNQR: name not found\"")) (else (cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-28,,,"(cond (#f (error \""ZNQR: name not found\"")) (else (cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env))))))",failed,program3/shuffled-28.rkt,
1.0,RC-cond->false,program3/shuffled-28,32.0,2.0,"(cond ((empty? env) (error \""ZNQR: name not found\"")) (else (cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-28,,,"(cond ((empty? env) (error \""ZNQR: name not found\"")) (#f (cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env))))))",failed,program3/shuffled-28.rkt,
2.0,RC-cond->true,program3/shuffled-28,32.0,2.0,"(cond ((empty? env) (error \""ZNQR: name not found\"")) (else (cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-28,,,"(cond (#t (error \""ZNQR: name not found\"")) (else (cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env))))))",failed,program3/shuffled-28.rkt,
3.0,RC-cond->true,program3/shuffled-28,32.0,2.0,"(cond ((empty? env) (error \""ZNQR: name not found\"")) (else (cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-28,,,"(cond ((empty? env) (error \""ZNQR: name not found\"")) (#t (cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env))))))",failed,program3/shuffled-28.rkt,
4.0,RC-cond->false,program3/shuffled-28,34.0,10.0,(cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env)))),program3/shuffled-28,,,(cond (#f (Binding-val (first env))) (else (lookup for (rest env)))),failed,program3/shuffled-28.rkt,
5.0,RC-cond->false,program3/shuffled-28,34.0,10.0,(cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env)))),program3/shuffled-28,,,(cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (#f (lookup for (rest env)))),failed,program3/shuffled-28.rkt,
6.0,RC-cond->true,program3/shuffled-28,34.0,10.0,(cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env)))),program3/shuffled-28,,,(cond (#t (Binding-val (first env))) (else (lookup for (rest env)))),failed,program3/shuffled-28.rkt,
7.0,RC-cond->true,program3/shuffled-28,34.0,10.0,(cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (else (lookup for (rest env)))),program3/shuffled-28,,,(cond ((symbol=? for (Binding-name (first env))) (Binding-val (first env))) (#t (lookup for (rest env)))),failed,program3/shuffled-28.rkt,
8.0,RC-cond->false,program3/shuffled-28,41.0,2.0,(cond ((empty? env) #f) (else (cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))))),program3/shuffled-28,,,(cond (#f #f) (else (cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))))),failed,program3/shuffled-28.rkt,
9.0,RC-cond->false,program3/shuffled-28,41.0,2.0,(cond ((empty? env) #f) (else (cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))))),program3/shuffled-28,,,(cond ((empty? env) #f) (#f (cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))))),failed,program3/shuffled-28.rkt,
10.0,RC-cond->true,program3/shuffled-28,41.0,2.0,(cond ((empty? env) #f) (else (cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))))),program3/shuffled-28,,,(cond (#t #f) (else (cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))))),failed,program3/shuffled-28.rkt,
11.0,RC-cond->true,program3/shuffled-28,41.0,2.0,(cond ((empty? env) #f) (else (cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))))),program3/shuffled-28,,,(cond ((empty? env) #f) (#t (cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))))),failed,program3/shuffled-28.rkt,
12.0,RC-cond->false,program3/shuffled-28,43.0,10.0,(cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))),program3/shuffled-28,,,(cond (#f #t) (else (lookup for (rest env)))),failed,program3/shuffled-28.rkt,
13.0,RC-cond->false,program3/shuffled-28,43.0,10.0,(cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))),program3/shuffled-28,,,(cond ((symbol=? for (Binding-name (first env))) #t) (#f (lookup for (rest env)))),failed,program3/shuffled-28.rkt,
14.0,RC-cond->true,program3/shuffled-28,43.0,10.0,(cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))),program3/shuffled-28,,,(cond (#t #t) (else (lookup for (rest env)))),failed,program3/shuffled-28.rkt,
15.0,RC-cond->true,program3/shuffled-28,43.0,10.0,(cond ((symbol=? for (Binding-name (first env))) #t) (else (lookup for (rest env)))),program3/shuffled-28,,,(cond ((symbol=? for (Binding-name (first env))) #t) (#t (lookup for (rest env)))),failed,program3/shuffled-28.rkt,
16.0,RC-cond->false,program3/shuffled-28,56.0,18.0,"(cond (val \""true\"") (else \""false\""))",program3/shuffled-28,,,"(cond (#f \""true\"") (else \""false\""))",failed,program3/shuffled-28.rkt,
17.0,RC-cond->false,program3/shuffled-28,56.0,18.0,"(cond (val \""true\"") (else \""false\""))",program3/shuffled-28,,,"(cond (val \""true\"") (#f \""false\""))",failed,program3/shuffled-28.rkt,
18.0,RC-cond->true,program3/shuffled-28,56.0,18.0,"(cond (val \""true\"") (else \""false\""))",program3/shuffled-28,,,"(cond (#t \""true\"") (else \""false\""))",failed,program3/shuffled-28.rkt,
19.0,RC-cond->true,program3/shuffled-28,56.0,18.0,"(cond (val \""true\"") (else \""false\""))",program3/shuffled-28,,,"(cond (val \""true\"") (#t \""false\""))",failed,program3/shuffled-28.rkt,
20.0,RC-if->false,program3/shuffled-28,71.0,29.0,(if (<= (cast (interp test env) Real) 0) (interp then env) (interp rest env)),mutation-tester,90.0,10.0,(if #f (interp then env) (interp rest env)),failed,program3/shuffled-28.rkt,
21.0,RC-if->true,program3/shuffled-28,71.0,29.0,(if (<= (cast (interp test env) Real) 0) (interp then env) (interp rest env)),mutation-tester,93.0,10.0,(if #t (interp then env) (interp rest env)),failed,program3/shuffled-28.rkt,
0.0,RC-if->false,program3/shuffled-04,48.0,26.0,(if b then else),mutation-tester,90.0,10.0,(if #f then else),failed,program3/shuffled-04.rkt,
1.0,RC-if->true,program3/shuffled-04,48.0,26.0,(if b then else),mutation-tester,93.0,10.0,(if #t then else),failed,program3/shuffled-04.rkt,
2.0,aod-add,program3/shuffled-04,88.0,48.0,(+ n1 n2),mutation-tester,53.0,10.0,(begin . n1),failed,program3/shuffled-04.rkt,
3.0,aod-add,program3/shuffled-04,88.0,48.0,(+ n1 n2),mutation-tester,53.0,10.0,(begin . n2),failed,program3/shuffled-04.rkt,
4.0,aod-minus,program3/shuffled-04,89.0,48.0,(- n1 n2),mutation-tester,57.0,10.0,(begin . n1),failed,program3/shuffled-04.rkt,
5.0,aod-minus,program3/shuffled-04,89.0,48.0,(- n1 n2),mutation-tester,57.0,10.0,(begin . n2),failed,program3/shuffled-04.rkt,
6.0,aod-mul,program3/shuffled-04,90.0,48.0,(* n1 n2),mutation-tester,61.0,10.0,(begin . n1),failed,program3/shuffled-04.rkt,
7.0,aod-mul,program3/shuffled-04,90.0,48.0,(* n1 n2),mutation-tester,61.0,10.0,(begin . n2),failed,program3/shuffled-04.rkt,
8.0,RC-if->false,program3/shuffled-04,92.0,5.0,"(if (zero? n2) (error (quote ZNQR) \""prim-handler: division by zero\"") (NumV (/ n1 n2)))",mutation-tester,90.0,10.0,"(if #f (error (quote ZNQR) \""prim-handler: division by zero\"") (NumV (/ n1 n2)))",failed,program3/shuffled-04.rkt,
9.0,RC-if->true,program3/shuffled-04,92.0,5.0,"(if (zero? n2) (error (quote ZNQR) \""prim-handler: division by zero\"") (NumV (/ n1 n2)))",mutation-tester,93.0,10.0,"(if #t (error (quote ZNQR) \""prim-handler: division by zero\"") (NumV (/ n1 n2)))",failed,program3/shuffled-04.rkt,
10.0,aod-div,program3/shuffled-04,94.0,15.0,(/ n1 n2),mutation-tester,65.0,10.0,(begin . n1),failed,program3/shuffled-04.rkt,
11.0,aod-div,program3/shuffled-04,94.0,15.0,(/ n1 n2),mutation-tester,65.0,10.0,(begin . n2),failed,program3/shuffled-04.rkt,
12.0,RC-if->false,program3/shuffled-04,109.0,15.0,"(if b \""true\"" \""false\"")",mutation-tester,90.0,10.0,"(if #f \""true\"" \""false\"")",failed,program3/shuffled-04.rkt,
13.0,RC-if->true,program3/shuffled-04,109.0,15.0,"(if b \""true\"" \""false\"")",mutation-tester,93.0,10.0,"(if #t \""true\"" \""false\"")",failed,program3/shuffled-04.rkt,
14.0,RC-if->false,program3/shuffled-04,127.0,2.0,"(if (equal? (check-duplicates s) #f) s (error (quote ZNQR) \""parse: duplicate symbol\""))",mutation-tester,90.0,10.0,"(if #f s (error (quote ZNQR) \""parse: duplicate symbol\""))",failed,program3/shuffled-04.rkt,
15.0,RC-if->true,program3/shuffled-04,127.0,2.0,"(if (equal? (check-duplicates s) #f) s (error (quote ZNQR) \""parse: duplicate symbol\""))",mutation-tester,93.0,10.0,"(if #t s (error (quote ZNQR) \""parse: duplicate symbol\""))",failed,program3/shuffled-04.rkt,
16.0,RC-if->false,program3/shuffled-04,132.0,2.0,"(if (member s reserved-symbols) (error (quote ZNQR) \""parse: illegal use of reserved symbol: ~e\"" s) s)",mutation-tester,90.0,10.0,"(if #f (error (quote ZNQR) \""parse: illegal use of reserved symbol: ~e\"" s) s)",failed,program3/shuffled-04.rkt,
17.0,RC-if->true,program3/shuffled-04,132.0,2.0,"(if (member s reserved-symbols) (error (quote ZNQR) \""parse: illegal use of reserved symbol: ~e\"" s) s)",mutation-tester,93.0,10.0,"(if #t (error (quote ZNQR) \""parse: illegal use of reserved symbol: ~e\"" s) s)",failed,program3/shuffled-04.rkt,
0.0,RC-cond->false,program3/shuffled-12,34.0,2.0,"(cond ((empty? env) (error \""ZNQR: Attepmted to lookup an identifier not yet created.\"")) (else (cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-12,,,"(cond (#f (error \""ZNQR: Attepmted to lookup an identifier not yet created.\"")) (else (cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env))))))",failed,program3/shuffled-12.rkt,0.851852
1.0,RC-cond->false,program3/shuffled-12,34.0,2.0,"(cond ((empty? env) (error \""ZNQR: Attepmted to lookup an identifier not yet created.\"")) (else (cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-12,,,"(cond ((empty? env) (error \""ZNQR: Attepmted to lookup an identifier not yet created.\"")) (#f (cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env))))))",failed,program3/shuffled-12.rkt,0.851852
2.0,RC-cond->true,program3/shuffled-12,34.0,2.0,"(cond ((empty? env) (error \""ZNQR: Attepmted to lookup an identifier not yet created.\"")) (else (cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-12,,,"(cond (#t (error \""ZNQR: Attepmted to lookup an identifier not yet created.\"")) (else (cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env))))))",failed,program3/shuffled-12.rkt,0.851852
3.0,RC-cond->true,program3/shuffled-12,34.0,2.0,"(cond ((empty? env) (error \""ZNQR: Attepmted to lookup an identifier not yet created.\"")) (else (cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env))))))",program3/shuffled-12,,,"(cond ((empty? env) (error \""ZNQR: Attepmted to lookup an identifier not yet created.\"")) (#t (cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env))))))",passed,program3/shuffled-12.rkt,0.851852
4.0,RC-cond->false,program3/shuffled-12,36.0,10.0,(cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env)))),program3/shuffled-12,,,(cond (#f (Binding-val (first env))) (else (lookup for (rest env)))),failed,program3/shuffled-12.rkt,0.851852
5.0,RC-cond->false,program3/shuffled-12,36.0,10.0,(cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env)))),program3/shuffled-12,,,(cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (#f (lookup for (rest env)))),failed,program3/shuffled-12.rkt,0.851852
6.0,RC-cond->true,program3/shuffled-12,36.0,10.0,(cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env)))),program3/shuffled-12,,,(cond (#t (Binding-val (first env))) (else (lookup for (rest env)))),failed,program3/shuffled-12.rkt,0.851852
7.0,RC-cond->true,program3/shuffled-12,36.0,10.0,(cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (else (lookup for (rest env)))),program3/shuffled-12,,,(cond ((equal? (Binding-name (first env)) for) (Binding-val (first env))) (#t (lookup for (rest env)))),passed,program3/shuffled-12.rkt,0.851852
8.0,RC-cond->false,program3/shuffled-12,48.0,2.0,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",program3/shuffled-12,,,"(cond (#f (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",failed,program3/shuffled-12.rkt,0.851852
9.0,RC-cond->false,program3/shuffled-12,48.0,2.0,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",program3/shuffled-12,,,"(cond ((number? v) (~v v)) (#f (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",failed,program3/shuffled-12.rkt,0.851852
10.0,RC-cond->false,program3/shuffled-12,48.0,2.0,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",program3/shuffled-12,,,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) (#f \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",failed,program3/shuffled-12.rkt,0.851852
11.0,RC-cond->false,program3/shuffled-12,48.0,2.0,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",program3/shuffled-12,,,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") (#f \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",failed,program3/shuffled-12.rkt,0.851852
12.0,RC-cond->false,program3/shuffled-12,48.0,2.0,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",program3/shuffled-12,,,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (#f (error \""ZNQR: Invalid value.\"")))",failed,program3/shuffled-12.rkt,0.851852
13.0,RC-cond->true,program3/shuffled-12,48.0,2.0,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",program3/shuffled-12,,,"(cond (#t (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",failed,program3/shuffled-12.rkt,0.851852
14.0,RC-cond->true,program3/shuffled-12,48.0,2.0,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",program3/shuffled-12,,,"(cond ((number? v) (~v v)) (#t (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",failed,program3/shuffled-12.rkt,0.851852
15.0,RC-cond->true,program3/shuffled-12,48.0,2.0,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) ((Closure? v) \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",program3/shuffled-12,,,"(cond ((number? v) (~v v)) ((boolean? v) (if v \""true\"" \""false\"")) (#t \""#<procedure>\"") ((Primop? v) \""#<primop>\"") (else (error \""ZNQR: Invalid value.\"")))",failed,program3/shuffled-12.rkt,0.851852
